first_name,last_name,dob,company_id,last_active,score,member_since,state
Terri,Willis,5/16/1980,19,8/1/2018,82,1986,OK
David,Rodriguez,4/5/1993,16,10/28/2018,43,2017,CA
Andres,Gutierrez,9/2/1964,5,2/20/2018,91,1994,OR
Carolyn,Smith,1/7/1971,10,9/21/2018,72,1996,OH
Patrick,Harris,6/3/1972,20,4/16/2018,52,2018,LA
Ruben,Ruiz,7/1/1990,0,7/7/2018,38,1980,ID
Susan,White,5/31/1972,8,1/20/2018,63,1993,CO
Caitlin,Garcia,10/18/1969,15,9/24/2018,69,1994,NM
Bryan,Cummings,5/31/1962,4,2/20/2018,50,1999,TN
Richard,Carter,11/10/1989,8,3/4/2018,59,1976,CO
Megan,Bird,1/23/1997,6,2/15/2018,31,1970,AL
George,Allen,1/8/1974,3,9/22/2018,31,1998,AZ
Alan,Nolan,12/1/1998,5,7/21/2018,69,2009,KS
Scott,Watkins,9/1/1991,10,3/28/2018,73,1970,NJ
Julie,Erickson,4/20/1989,2,8/6/2018,74,1971,IN
Richard,Joseph,2/26/1981,15,7/13/2018,37,2015,SC
Aimee,Hughes,5/3/1969,15,8/1/2018,44,2006,ID
Lisa,Kim,10/28/1987,7,8/13/2018,98,2012,CO
Alexa,Diaz,9/28/1997,10,7/19/2018,52,2005,WI
Darin,Delacruz,2/13/1983,3,10/10/2018,82,1987,OH
Samantha,Sanchez,4/16/1971,7,8/31/2018,63,1975,DE
Joseph,Gregory,2/17/1973,14,10/28/2018,58,1982,GA
Carrie,Rodriguez,2/17/1982,11,3/1/2018,50,2002,NV
Cynthia,Morrison,6/19/1967,8,5/27/2018,97,1987,NM
Nicole,Allen,1/3/1997,17,5/21/2018,84,1978,FL
James,Patel,8/9/1971,14,4/12/2018,79,1976,LA
Katelyn,Payne,1/16/1960,7,3/12/2018,80,2017,IA
Aaron,Stewart,10/26/1994,18,6/16/2018,52,1996,IA
William,Jones,1/28/1980,11,1/20/2018,74,2015,CA
Alyssa,Thomas,8/19/1969,17,10/6/2018,90,1975,AK
Jeremy,Simmons,2/19/1959,3,8/28/2018,88,2006,WY
Frank,King,4/4/1960,8,1/9/2019,71,2015,TX
David,Gaines,9/16/1979,10,5/31/2018,39,1993,FL
Eduardo,Collins,5/28/1995,5,7/26/2018,32,2016,CA
Kimberly,Moreno,10/18/1964,7,4/6/2018,54,1980,IN
Mark,Logan,12/5/1972,6,6/1/2018,30,2000,GA
Jacob,Ramos,7/20/1983,10,8/9/2018,87,1980,NJ
Stephanie,Lam,11/18/1961,5,2/27/2018,59,2013,SC
Keith,Butler,2/25/1998,6,12/16/2018,77,1988,MS
Lindsey,Hughes,4/21/1997,3,6/27/2018,62,1995,TN
Stephen,Mccoy,6/10/1972,3,7/15/2018,92,2009,NJ
Tammy,Gomez,11/4/1990,11,11/23/2018,91,1996,AR
Elizabeth,Rivera,1/5/1990,13,8/1/2018,40,1975,CO
Michael,Griffith,7/26/1978,0,11/27/2018,54,1986,MN
Eric,Richardson,5/5/1989,9,4/6/2018,75,1973,AL
Michelle,Orr,9/16/1995,20,12/15/2018,88,2000,MT
Carla,Mcneil,5/3/1992,18,9/20/2018,62,2015,NM
James,Williams,8/2/1962,4,3/29/2018,85,1994,ND
Troy,Novak,9/4/1962,16,3/16/2018,79,1975,HI
Christopher,Romero,12/6/1996,12,3/25/2018,85,1975,MI
Michael,Mcgee,12/27/1966,14,3/25/2018,46,1995,IA
Aaron,Long,12/21/1989,13,10/16/2018,57,2001,KS
Katherine,Roy,8/30/1963,15,10/12/2018,70,1994,NY
Sandra,Macias,11/21/1998,19,2/15/2018,69,2001,MO
Nina,West,7/17/1967,4,3/12/2018,61,2002,NH
Andrew,Travis,11/22/1965,11,6/6/2018,71,2008,KS
Michael,Carlson,11/6/1997,10,8/6/2018,65,2006,MT
Tracy,Riggs,8/11/1990,17,1/6/2019,52,2010,MO
John,Goodwin,10/11/1967,1,3/12/2018,33,2006,LA
Christopher,Vaughn,6/13/1964,1,3/10/2018,60,1981,CT
Melissa,Rodriguez,12/10/1993,15,2/8/2018,37,2010,ID
Robert,Barrett,3/6/1986,10,1/13/2018,87,2012,DC
Tonya,Mitchell,12/24/1982,8,10/16/2018,81,1991,RI
Tyler,Mills,5/9/1976,1,9/4/2018,71,1995,OK
Donna,Davis,4/9/1974,7,3/25/2018,56,1998,CT
Jason,Buchanan,2/17/1992,20,6/6/2018,35,1994,DC
Diane,Reese,5/23/1980,17,3/31/2018,80,1996,WA
Veronica,Ross,4/22/1967,2,5/12/2018,51,2013,ID
Carl,Smith,7/20/1989,3,11/18/2018,81,1985,LA
Crystal,Mendez,10/9/1966,4,5/1/2018,76,2003,NM
Philip,Rodriguez,6/22/1996,4,8/10/2018,70,2009,DE
Alexis,Fernandez,10/6/1964,10,11/12/2018,34,2002,DE
Ana,Zuniga,5/6/1989,3,12/5/2018,42,1970,KY
Amanda,Duarte,6/7/1972,13,9/30/2018,31,1985,RI
Matthew,Frazier,3/29/1993,2,10/19/2018,49,1991,FL
Brianna,Evans,12/10/1966,20,2/7/2018,30,2018,UT
Scott,Flores,2/24/1983,4,11/5/2018,46,1996,OK
James,Ewing,5/12/1966,3,4/4/2018,97,1977,CT
Thomas,Larson,6/12/1998,18,8/20/2018,78,2011,NY
Shawn,Dean,5/10/1997,20,4/10/2018,92,1990,TX
Jacqueline,Bray,11/14/1992,19,12/23/2018,50,1974,DC
Jennifer,Potts,8/9/1993,8,1/17/2018,44,2002,MA
Michael,Ramirez,11/23/1992,8,7/6/2018,84,1982,MT
Alicia,Sweeney,3/20/1990,10,2/23/2018,54,2002,VT
Tracy,Alvarez,4/28/1996,1,11/10/2018,62,1995,NJ
Michelle,Perez,2/26/1993,7,5/25/2018,59,1981,OH
Tanya,Alexander,11/9/1975,10,8/27/2018,91,1986,NC
Nicholas,Carson,6/25/1964,0,9/5/2018,73,1993,OK
Karen,Barnes,3/14/1978,4,11/11/2018,40,2004,PA
Kristie,Collins,9/12/1993,4,9/5/2018,99,1983,OH
Francisco,Cruz,10/6/1959,13,4/16/2018,38,1990,AL
Tracy,Lutz,1/25/1970,11,1/12/2018,60,1976,CA
Alexander,Reyes,7/2/1980,16,12/23/2018,87,1973,MD
Joshua,Thompson,6/5/1980,16,12/29/2018,31,2007,OK
Adam,Hartman,10/26/1983,14,4/21/2018,97,1988,NH
Danny,Bell,9/11/1984,15,5/24/2018,96,2017,IA
Tina,Lowery,1/23/1976,1,3/3/2018,95,1982,PA
Jessica,Molina,6/17/1978,5,6/5/2018,80,1988,KY
Mike,Simpson,9/11/1975,4,10/6/2018,39,2004,NH
Jodi,Johnson,6/18/1998,4,5/22/2018,76,2004,NE
Heather,Byrd,2/21/1970,10,12/17/2018,68,1997,NH
Kristen,Higgins,3/31/1998,10,7/18/2018,97,1979,NJ
Charles,Smith,12/11/1980,19,9/8/2018,87,1980,AR
Kelly,Hayden,5/18/1996,3,3/31/2018,73,1973,NJ
Christina,Warren,6/5/1989,4,5/11/2018,86,1986,NC
Crystal,Mitchell,1/27/1968,19,10/8/2018,77,1983,MA
Matthew,Cabrera,10/9/1982,16,2/3/2018,61,1981,OK
Pamela,Golden,12/11/1986,7,9/30/2018,36,1973,OH
Erika,Cole,11/13/1998,16,7/26/2018,70,1981,TN
Susan,Howard,11/18/1960,0,12/13/2018,61,1994,SC
Christina,Lawrence,6/17/1994,18,5/10/2018,97,2009,SD
Richard,Thompson,5/23/1990,15,7/12/2018,91,1982,AL
Brian,Wilson,11/21/1997,11,3/4/2018,67,2002,VT
Becky,Scott,1/2/1962,15,4/12/2018,81,2002,UT
William,Ayala,6/13/1973,3,10/9/2018,93,1983,NY
Melvin,Maynard,9/14/1963,1,8/19/2018,96,1993,IL
Adam,Gordon,8/29/1990,12,2/1/2018,97,2017,DC
Lisa,Lewis,6/11/1990,10,1/23/2018,68,2001,KS
Lucas,Miller,11/9/1971,14,7/18/2018,93,1973,NY
Jeffery,Carpenter,3/8/1981,17,3/23/2018,89,1989,MA
Alexander,Williams,5/14/1966,19,7/10/2018,40,2013,VT
Kelly,Larson,6/12/1970,6,12/17/2018,36,1981,AK
Mary,Anderson,11/7/1968,6,5/18/2018,92,1972,MA
Kimberly,Perez,1/30/1993,19,3/5/2018,71,1970,LA
Cathy,Lambert,9/11/1990,13,3/27/2018,75,1998,ME
Holly,Bond,3/10/1978,12,2/7/2018,45,2013,TN
Christina,Rodriguez,3/15/1970,1,12/27/2018,92,2005,NM
Louis,Sutton,11/5/1977,17,12/26/2018,34,1987,LA
Francisco,Young,4/2/1998,9,7/17/2018,58,1986,ID
Jeffrey,Watson,11/3/1987,7,3/25/2018,82,2015,TX
Christopher,Dixon,4/30/1975,9,5/15/2018,96,1989,AR
Roberto,Strickland,1/28/1962,8,1/18/2018,98,1991,AK
Joshua,Jones,2/17/1968,14,6/6/2018,74,2018,IL
Stephanie,Davis,4/7/1988,10,10/16/2018,76,1996,WA
Amy,Ellis,7/18/1993,18,5/21/2018,51,2014,NH
Kimberly,Harrison,5/22/1962,18,11/7/2018,57,1979,SD
Amanda,Walker,4/18/1982,4,10/26/2018,33,1991,WA
Charles,Powell,9/20/1983,11,6/5/2018,43,2013,OR
Isabella,Kennedy,12/20/1988,10,8/11/2018,97,1994,VT
Diana,Evans,4/16/1973,17,10/3/2018,33,1992,IL
William,May,1/27/1992,12,4/23/2018,77,1986,NC
Bobby,Harris,11/22/1977,11,2/25/2018,45,2011,MI
Kathryn,Wallace,12/28/1971,7,5/22/2018,74,1980,OK
Danielle,Walter,8/21/1980,14,1/5/2019,47,1972,MT
Jeanette,Rosales,12/22/1983,1,4/10/2018,87,2003,HI
Arthur,Harris,5/15/1976,9,8/5/2018,34,1974,LA
Heather,Dillon,6/5/1981,1,8/13/2018,97,1976,AK
Richard,Reese,5/12/1989,3,9/12/2018,64,1981,SD
Paul,Martinez,5/28/1976,5,2/4/2018,94,1998,IA
Christina,Young,1/26/1993,2,11/10/2018,88,1971,IL
Jeffrey,Young,10/30/1978,17,4/23/2018,76,1971,NE
Aaron,Meyers,7/31/1984,19,4/13/2018,80,2013,OH
Cynthia,Campbell,6/3/1975,18,8/26/2018,30,1970,RI
Patrick,Greer,9/12/1963,14,6/25/2018,93,2000,MN
Pamela,Brown,7/11/1974,13,1/10/2018,71,1998,AL
Justin,Williams,1/15/1984,10,11/23/2018,82,1998,NV
Melissa,Burnett,8/24/1968,1,2/1/2018,53,1977,NJ
Bridget,Hutchinson,9/12/1994,6,7/27/2018,78,1997,ND
Ashley,Fuentes,11/26/1973,1,8/6/2018,74,2006,UT
Dennis,Taylor,10/7/1979,9,10/12/2018,78,1994,CT
Lisa,Sullivan,3/24/1984,20,4/26/2018,53,2009,ID
Zoe,Dodson,7/26/1961,7,2/23/2018,40,1976,CA
Lauren,Wilson,8/14/1967,5,11/5/2018,48,2012,HI
Lynn,Reed,2/29/1972,16,12/26/2018,78,1978,LA
Kelly,Carney,1/4/1979,8,6/10/2018,98,1973,WV
Brenda,Scott,5/20/1966,9,6/29/2018,65,1970,DC
Zachary,Smith,3/2/1982,17,2/16/2018,30,1979,DE
Kevin,Johnston,9/21/1991,8,11/5/2018,38,1978,DC
Jennifer,Silva,5/21/1959,9,4/9/2018,48,1999,CA
Felicia,Stone,9/26/1978,16,1/16/2018,90,2010,GA
April,Robinson,10/29/1960,20,6/19/2018,74,1990,ND
Megan,Ellis,2/22/1971,18,1/23/2018,44,1978,IL
Haley,Mccoy,9/22/1964,16,4/6/2018,81,1990,WI
Dylan,Mendez,6/22/1968,0,5/7/2018,71,2008,IL
Janet,Miller,5/28/1968,14,7/27/2018,89,2016,KS
Karen,Hill,1/23/1968,0,12/28/2018,52,2012,GA
Andrew,Smith,8/18/1964,20,11/8/2018,63,2012,RI
Erika,Snyder,8/27/1964,3,5/10/2018,73,1971,TN
Deborah,Mayo,1/17/1990,17,3/9/2018,90,1973,WA
Joseph,Burns,8/31/1964,15,7/27/2018,96,2002,VT
Stephanie,Lee,6/3/1970,20,12/28/2018,45,1978,GA
Teresa,Wilson,2/26/1963,9,2/13/2018,40,1970,KY
April,Keller,11/16/1985,1,4/25/2018,82,1989,PA
David,Simmons,9/21/1990,16,1/14/2018,87,1993,MI
Chloe,Meyer,4/21/1959,20,8/10/2018,38,1983,MD
Jeremy,Gomez,1/10/1987,10,12/29/2018,36,1971,CT
Todd,Perez,12/7/1994,12,11/25/2018,60,1984,MI
Paula,Roberts,6/9/1979,9,4/6/2018,89,1992,ID
Adrian,Salazar,3/10/1977,7,1/6/2019,51,1978,MT
Robin,Reynolds,1/30/1984,10,12/23/2018,31,1987,NY
Krista,Coleman,10/2/1980,0,12/8/2018,89,2014,AZ
Thomas,May,8/31/1973,1,8/22/2018,98,1992,UT
Jesus,Cunningham,1/18/1997,10,10/16/2018,73,1994,MN
Connie,Wolf,12/7/1960,15,7/20/2018,83,1994,TN
Stacey,Stout,7/14/1970,20,7/26/2018,60,1981,DC
Belinda,Buchanan,11/14/1968,13,10/20/2018,75,1976,NC
Renee,Mcclain,3/16/1979,3,9/19/2018,90,1987,AK
Susan,Wade,11/26/1959,6,1/11/2018,94,1975,CT
Andrea,Hanson,10/3/1997,5,7/29/2018,79,1991,ME
Antonio,Haas,10/16/1963,9,12/2/2018,40,1975,AL
Jennifer,Horne,6/10/1997,18,8/25/2018,87,1985,MT
Dawn,Morgan,7/9/1989,5,2/20/2018,36,1988,KY
David,Flores,2/1/1978,19,12/1/2018,63,1985,IL
Debra,Jimenez,7/3/1962,4,10/22/2018,71,1982,MN
Rebecca,Wilson,11/18/1996,5,5/9/2018,64,1974,MN
Sarah,Anderson,12/31/1984,15,8/14/2018,32,1993,KY
Shelby,Rivera,5/22/1970,12,9/16/2018,83,1975,HI
Patrick,Bowen,5/12/1970,4,8/11/2018,94,1987,SC
Gary,Moore,9/15/1984,13,2/10/2018,80,2004,OR
Kirsten,Thornton,9/29/1971,12,6/4/2018,48,2001,RI
Susan,Thomas,4/28/1998,8,1/29/2018,56,2005,NE
Tyler,Estes,5/15/1996,0,1/9/2018,31,1986,CT
Michael,Moore,7/22/1971,7,12/2/2018,68,2015,WV
Jonathan,Gentry,4/17/1991,4,7/12/2018,53,1997,IL
Anne,Colon,5/13/1991,18,1/4/2019,72,2018,SC
Karen,Powell,3/6/1969,4,8/27/2018,74,1988,VA
Jonathon,Johnson,11/22/1961,4,8/15/2018,56,1983,SC
Angela,Blackburn,3/14/1998,15,8/12/2018,55,2017,FL
Ian,James,6/16/1982,6,11/24/2018,66,2002,MD
Dean,Price,4/24/1967,1,7/10/2018,54,1993,IL
Jeremy,Goodman,8/27/1998,3,6/22/2018,97,1973,MI
Karen,Parker,2/11/1980,16,12/2/2018,37,1977,OH
Melissa,Cherry,7/19/1964,12,11/21/2018,92,2012,AL
Michael,Gray,12/1/1996,14,11/21/2018,40,1972,CT
Ann,Hughes,9/13/1980,2,9/5/2018,59,1984,NM
Thomas,Schwartz,10/6/1985,14,7/23/2018,79,1995,OH
Logan,Green,12/12/1979,1,5/24/2018,46,1976,KS
Barbara,Lawson,12/19/1968,10,5/14/2018,75,1982,LA
Brittany,Chung,9/8/1981,14,5/2/2018,57,2007,WI
Tina,Williams,12/6/1981,2,9/18/2018,79,2006,MS
Christopher,Johnson,8/2/1985,19,1/11/2018,32,1992,WY
Michael,Foster,11/15/1963,15,6/18/2018,77,1973,NE
Louis,Torres,4/11/1991,12,4/14/2018,99,2009,CA
James,Rodriguez,7/2/1992,7,4/12/2018,58,1998,KY
Ashley,Bowen,5/15/1979,17,1/21/2018,55,2013,TN
David,Russo,1/23/1985,6,8/6/2018,48,2011,NC
Sally,Clayton,5/18/1990,9,4/29/2018,53,1996,NJ
Steven,Brown,9/21/1997,14,5/12/2018,63,1981,NC
Jessica,Gallegos,12/11/1979,17,10/3/2018,70,1979,MD
Denise,Harper,2/21/1989,12,5/7/2018,93,1983,AK
Charles,Stevens,3/23/1984,18,5/30/2018,57,1975,GA
Laura,Macdonald,12/2/1985,12,8/14/2018,35,2009,WY
Jared,Berry,1/13/1981,6,12/26/2018,72,1975,HI
Kimberly,Green,11/23/1996,3,12/29/2018,59,2016,ID
Cindy,Conley,1/24/1972,19,11/4/2018,48,1982,ID
David,Armstrong,3/21/1989,7,5/16/2018,72,2015,ND
Patrick,Beltran,4/25/1972,1,5/31/2018,33,2004,UT
Melissa,Carter,9/6/1995,6,1/15/2018,32,1970,WV
Shawn,Jacobson,10/26/1981,1,2/27/2018,30,2002,ND
Caroline,Scott,12/22/1961,2,8/21/2018,52,2001,TN
Jamie,Taylor,4/3/1982,7,6/12/2018,48,2016,NH
Bradley,Morgan,6/2/1994,4,7/2/2018,44,1971,UT
Michael,Frye,10/16/1996,1,10/3/2018,60,1990,GA
John,Davis,4/18/1997,17,8/21/2018,97,2011,NY
Diana,Reyes,8/27/1962,7,6/11/2018,40,2015,WI
Keith,Blankenship,9/7/1964,7,4/24/2018,59,1971,NJ
Amy,Tran,8/15/1969,20,11/1/2018,46,1974,ID
Wesley,Anderson,5/17/1964,11,10/7/2018,75,1971,RI
Kaitlin,Rodriguez,6/1/1970,8,1/4/2019,67,1978,ID
Mary,Martinez,10/3/1962,7,8/22/2018,90,1989,VT
James,Potter,11/4/1980,11,12/15/2018,61,2011,NH
Jason,Ayers,9/18/1967,6,4/13/2018,89,1980,OR
Shawn,Williams,12/26/1963,7,2/15/2018,83,1973,AZ
Meagan,Pope,11/6/1992,19,2/10/2018,67,1992,MO
David,Warren,12/20/1973,16,12/8/2018,76,1984,MS
Duane,Rangel,1/15/1964,13,12/12/2018,37,2016,VT
Scott,Tucker,11/15/1979,11,11/26/2018,96,1971,DE
Karen,Wilson,1/10/1969,14,10/4/2018,35,1979,VT
Lisa,Williamson,2/12/1968,9,4/6/2018,78,2006,FL
Brooke,Davis,12/28/1986,13,2/23/2018,81,1985,TN
Kevin,Marshall,10/8/1971,18,8/25/2018,91,1970,NV
Nancy,Dickerson,8/26/1969,4,12/5/2018,34,1992,DE
William,Vasquez,11/3/1974,20,2/12/2018,44,2016,MT
Thomas,Mcdonald,4/4/1968,19,9/1/2018,84,1988,DE
Fred,Wood,8/6/1982,3,10/30/2018,96,2008,VT
Natalie,Rodriguez,6/22/1970,8,9/18/2018,94,2008,VA
James,Fletcher,2/10/1966,19,8/18/2018,54,2016,DE
Julia,Smith,10/6/1966,10,10/5/2018,56,1984,NH
Isabella,Wood,2/28/1969,4,6/9/2018,86,1970,TN
Donald,Griffith,12/19/1998,3,2/12/2018,54,2018,DE
Joseph,Cunningham,4/21/1976,8,6/10/2018,93,2012,MA
Jennifer,Johnson,1/20/1997,17,9/6/2018,75,1995,CA
Taylor,Weaver,2/25/1971,1,3/26/2018,47,1994,GA
Michael,Scott,9/29/1993,10,10/28/2018,51,1977,TN
David,Hernandez,1/22/1970,12,5/1/2018,71,1979,MO
Elizabeth,Robertson,3/8/1995,15,8/11/2018,78,1988,OK
Eric,Jones,12/26/1966,1,11/22/2018,68,1973,AL
Cindy,Carter,1/22/1963,19,8/20/2018,82,1973,IA
Mary,Williams,4/11/1976,18,12/16/2018,48,1990,ID
Brenda,Hubbard,10/15/1968,12,1/9/2019,30,1975,MS
John,Oneal,11/21/1963,5,8/17/2018,90,2007,AZ
Janet,Reynolds,1/19/1959,19,12/30/2018,87,1997,ME
Scott,Warner,7/30/1975,12,1/24/2018,93,2014,MD
Kristin,Wright,5/9/1987,3,7/13/2018,68,1998,CT
Julia,Hernandez,9/13/1975,2,7/18/2018,67,2018,CO
Amy,Brown,9/28/1983,15,3/10/2018,83,1982,OH
Raymond,Grant,1/24/1987,1,8/28/2018,30,2005,KS
Jaclyn,Koch,6/24/1962,2,7/24/2018,87,1999,DC
Laura,Thomas,5/25/1992,19,11/23/2018,85,2000,CA
John,Hanna,3/28/1964,3,4/3/2018,91,2014,AR
Samantha,Rowe,3/11/1994,12,1/2/2019,79,1983,SC
Katrina,Riley,11/12/1991,0,7/24/2018,42,2018,NJ
Jaclyn,Hawkins,10/9/1990,6,12/2/2018,89,2010,CA
Nicholas,Osborne,7/12/1984,9,11/12/2018,60,1992,UT
Pamela,Robinson,3/1/1971,7,7/22/2018,32,2004,HI
Erin,Boyd,5/12/1976,9,1/8/2019,40,1985,ND
Tara,Waters,4/18/1989,4,1/1/2019,39,2002,MA
Michael,Davis,5/31/1993,12,8/31/2018,76,1987,WY
Samantha,Stanton,12/27/1975,18,4/21/2018,83,1984,OR
Michael,Smith,12/2/1983,3,8/13/2018,63,2007,NC
Alexandra,Young,4/29/1972,1,1/13/2018,59,1985,MT
Michael,Miller,6/13/1976,16,8/14/2018,74,2004,TX
Derek,Garcia,6/26/1980,0,12/24/2018,49,1992,NC
Tracy,Mckay,11/23/1978,16,3/22/2018,48,1973,MD
Tracey,Gray,4/10/1964,18,4/9/2018,99,2017,MD
Brandon,Mcfarland,10/4/1959,14,9/18/2018,82,2003,NH
Anthony,Howard,5/2/1962,13,2/1/2018,65,2006,NY
Stephen,Wood,12/18/1974,12,7/23/2018,63,2017,AK
Tammy,Daniels,7/13/1975,12,2/28/2018,48,2004,MO
Kirsten,Campbell,5/25/1991,10,1/25/2018,96,2016,KY
Barry,Davis,5/19/1974,8,12/30/2018,65,1990,MS
Chloe,Guerrero,12/17/1962,1,7/19/2018,98,2004,IL
Amber,Anderson,12/14/1990,3,5/15/2018,42,2003,ME
Tammy,Stewart,9/29/1973,17,3/17/2018,90,1988,MD
Stacy,Anderson,5/12/1963,11,9/21/2018,60,2017,MT
Maria,Orr,1/15/1972,14,8/12/2018,34,1974,WY
Larry,Lutz,4/4/1987,11,12/31/2018,61,2002,WV
Aaron,Hammond,4/16/1972,19,2/2/2018,38,1983,MN
Bryan,Allen,3/27/1964,4,3/2/2018,51,1995,OH
Wendy,Townsend,10/24/1967,3,2/22/2018,47,1996,MI
Sara,Davis,8/16/1995,9,10/26/2018,99,1996,HI
Kimberly,Bowers,6/15/1977,10,2/15/2018,53,1993,ME
Justin,Bell,12/1/1997,4,12/24/2018,83,1977,MO
Erika,Morrison,9/2/1959,3,11/16/2018,65,1991,VT
Tracy,Marshall,12/25/1961,15,10/7/2018,51,1987,CT
Lori,Gutierrez,9/21/1971,17,9/13/2018,57,1982,DC
Gregory,Wells,2/17/1973,3,12/5/2018,35,1989,ID
Angela,Gross,7/12/1994,16,11/18/2018,46,1992,TN
Tanner,Huff,11/18/1992,9,5/21/2018,48,1995,MI
Terri,Mercado,11/10/1974,4,7/19/2018,32,1983,NY
Michael,Best,12/18/1987,19,3/31/2018,86,1991,TX
Dwayne,Curry,4/18/1978,12,7/22/2018,31,2009,ID
Daniel,Nichols,11/25/1959,12,6/26/2018,55,1998,KY
Melissa,Lam,4/6/1964,7,10/2/2018,99,1980,FL
Joseph,Brown,6/22/1996,5,9/23/2018,35,1994,IA
David,Wallace,10/15/1977,9,1/5/2019,33,1984,CT
Joseph,Wilkerson,12/16/1963,14,5/16/2018,47,2017,CA
Shane,Mclean,2/25/1993,0,2/13/2018,90,2012,MA
Brian,Fleming,5/14/1965,0,6/29/2018,75,2015,TN
Lindsey,Holder,2/9/1991,8,6/29/2018,84,1975,HI
Valerie,Mcbride,4/24/1979,1,4/11/2018,35,2012,NJ
Lauren,Simmons,3/5/1981,20,7/24/2018,54,1989,NV
Robert,Mitchell,6/26/1970,1,3/22/2018,60,2017,NH
Kelsey,Patel,9/9/1985,17,6/6/2018,67,1982,VA
Kelly,Burton,3/25/1974,0,10/18/2018,43,2016,FL
David,Martinez,12/9/1980,11,7/24/2018,97,2002,ID
Michael,Shah,2/18/1980,2,12/25/2018,97,2012,SC
Courtney,Meadows,6/6/1976,11,9/15/2018,90,1987,OR
Rachael,Leonard,3/4/1980,15,8/16/2018,32,1992,NV
Krystal,Salazar,1/28/1996,12,7/29/2018,49,1980,IN
Brittany,Brown,2/24/1988,12,1/18/2018,95,1974,WY
Chris,Russell,6/25/1971,6,10/8/2018,87,1992,NC
Destiny,Jones,2/21/1993,6,12/4/2018,46,1996,LA
Gina,Miller,5/11/1980,15,3/9/2018,53,1972,NY
Julia,Curtis,12/25/1967,14,3/29/2018,33,2006,NJ
Sandra,Strickland,6/22/1980,8,6/26/2018,76,1992,NJ
Adam,Dickerson,2/1/1962,10,5/8/2018,76,2011,IL
Christopher,Conley,4/11/1991,9,12/7/2018,90,1994,WY
Daniel,Gill,6/10/1991,6,12/5/2018,37,1979,AK
Brandon,Chavez,3/24/1984,14,12/10/2018,41,2004,GA
Mary,Bridges,9/26/1967,5,1/12/2018,46,1983,FL
Seth,Farley,12/20/1959,6,1/4/2019,36,2008,AL
Stephen,Collins,12/3/1972,7,5/24/2018,30,1977,DE
Kelly,Ward,12/2/1987,17,9/8/2018,40,1976,MO
John,Hickman,12/25/1980,16,6/22/2018,82,2017,KS
John,Barker,5/5/1997,10,10/29/2018,43,1998,OK
Carol,Freeman,8/12/1978,9,3/5/2018,87,1976,MI
Brian,Stone,9/7/1973,18,1/17/2018,70,2013,LA
Samuel,Anderson,2/28/1961,2,12/20/2018,49,1991,OR
Michael,Flores,3/24/1975,18,4/26/2018,71,2003,RI
Jennifer,Benitez,12/8/1969,20,11/24/2018,52,1982,RI
Jessica,Johnson,5/24/1978,10,7/13/2018,58,1998,MT
Mary,Todd,9/20/1961,19,1/2/2019,97,2009,IN
Matthew,Perkins,12/13/1972,4,5/24/2018,90,1971,WA
Natalie,Sampson,2/10/1977,14,1/11/2018,59,2002,WY
Guy,Wright,3/9/1989,4,9/5/2018,71,1998,ND
Karen,Reed,4/26/1967,7,3/8/2018,87,1989,MS
Adam,Beck,1/27/1964,3,4/23/2018,49,2016,DC
Jonathan,Moody,12/22/1984,13,3/11/2018,77,1970,MS
Joe,Anderson,2/29/1960,5,3/17/2018,65,1980,AR
Randall,Johnson,1/26/1966,6,3/12/2018,89,2017,SC
Hannah,Kennedy,8/10/1984,10,2/14/2018,50,1975,OK
Joseph,Anderson,9/9/1974,13,6/4/2018,34,1982,OH
Taylor,Summers,3/26/1982,11,4/26/2018,70,1981,NM
Courtney,Long,8/13/1984,17,5/7/2018,99,1989,AK
Jonathan,Brock,1/16/1973,0,4/24/2018,46,2001,NE
Michael,Pruitt,1/25/1984,1,1/31/2018,83,1992,MS
Rachael,Shelton,11/6/1998,14,2/1/2018,59,2007,IL
Marcus,Reed,11/23/1990,9,3/2/2018,39,1981,VT
Tyler,Burton,8/24/1978,15,8/13/2018,55,1992,WI
Karla,Garner,1/23/1984,2,8/3/2018,55,2018,RI
Daniel,Hayes,3/9/1988,1,9/27/2018,33,1999,VT
Meghan,Hensley,12/19/1997,5,1/9/2019,45,1995,NM
Victoria,Adams,2/19/1963,16,6/1/2018,47,1987,PA
Matthew,Simpson,7/7/1970,1,12/8/2018,69,2018,MA
Tracey,Hines,6/8/1961,19,1/12/2018,50,2009,VT
Brandon,Thomas,4/28/1966,7,3/8/2018,93,1979,MT
Cindy,Marquez,7/10/1988,8,5/2/2018,74,1975,GA
Mary,Giles,2/16/1995,16,3/25/2018,91,2015,AR
Mary,Adams,4/17/1969,18,5/27/2018,64,1987,IN
Shaun,Osborn,8/6/1971,1,5/19/2018,33,2008,TX
Alex,Patterson,9/26/1964,17,2/9/2018,68,2006,KS
Eddie,Rush,6/18/1969,2,6/27/2018,80,1998,AR
Richard,Pope,2/1/1976,12,7/31/2018,76,2003,FL
Justin,Smith,6/10/1963,9,8/7/2018,54,1990,ME
Steven,Jones,4/18/1961,6,1/8/2019,73,1991,TN
Robert,Black,7/21/1993,0,5/14/2018,62,2004,DE
Mary,Richmond,12/29/1996,16,1/21/2018,95,2008,KY
Michael,White,6/3/1976,14,2/3/2018,62,2011,KY
Theresa,Garcia,10/23/1964,18,5/19/2018,57,2007,AK
